ID,Question,Answer,Our System,Deepseek v3.1,GPT-5-mini,qwen3-235b-a22b
270,Đi xe đạp đi vào đường cấm (đường một chiều) bị phạt bao nhiêu?,"Căn cứ Nghị định 168/2024/NĐ-CP, Điều 8, Khoản 3, Điểm c, phạt tiền từ 300.000 đồng đến 400.000 đồng đối với người điều khiển xe đạp đi vào khu vực cấm, đường có biển báo hiệu nội dung cấm đi vào; đi ngược chiều đường của đường một chiều.",nan,,,"The penalty for riding a bicycle into a one-way street (đường cấm) in Vietnam is regulated under **Decree 123/2021/ND-CP**, which outlines traffic violation fines. Specifically:

1. **Fine Range**:  
   - According to **Article 20, Clause 3** of Decree 123/2021/ND-CP, the penalty for non-motorized vehicles (including bicycles) that **violate traffic signs or directions** (e.g., entering a one-way street) is **100,000 VND to 200,000 VND**.  
   - The exact amount depends on the severity of the violation and the discretion of the traffic authority.

2. **Additional Notes**:  
   - If the violation causes traffic disruption or accidents, the fine may be higher, or additional penalties (e.g., vehicle impoundment) could apply.  
   - First-time offenders may receive a warning instead of a fine, depending on local enforcement practices.  
   - Always check for specific signage (e.g., ""Cấm xe đạp"" or ""Đường một chiều"") to avoid unintentional violations.

**Example Scenario**:  
If a cyclist enters a one-way street marked with a ""Cấm xe đạp"" sign, they may be fined **100,000–200,000 VND** on the spot by traffic police or local authorities.

Always prioritize adherence to traffic rules to ensure safety and avoid penalties."
271,Đạp xe đạp lạng lách đánh võng bị phạt bao nhiêu?,"Căn cứ Nghị định 168/2024/NĐ-CP, Điều 8, Khoản 3, Điểm a, phạt tiền từ 300.000 đồng đến 400.000 đồng đối với người điều khiển xe đạp, xe đạp máy điều khiển xe lạng lách, đánh võng.",nan,,,"Theo quy định hiện hành tại Việt Nam, hành vi **đạp xe đạp lạng lách, đánh võng** (vi phạm an toàn giao thông) sẽ bị xử phạt vi phạm hành chính dựa trên **Nghị định 123/2021/NĐ-CP** (sửa đổi, bổ sung Nghị định 100/2019/NĐ-CP). Cụ thể:

### **Mức phạt tiền:**
- **100.000 - 200.000 VND** đối với người điều khiển xe đạp, xe đạp điện vi phạm các hành vi nguy hiểm như:
  - Lạng lách, đánh võng.
  - Đi không đúng phần đường, làn đường.
  - Không giữ khoảng cách an toàn với xe trước.

### **Căn cứ pháp lý:**
- **Điều 8, Khoản 3** của Nghị định 123/2021/NĐ-CP quy định về xử phạt vi phạm hành chính trong lĩnh vực giao thông đường bộ và đường sắt.

### **Lưu ý:**
- Mức phạt cụ thể do lực lượng chức năng (cảnh sát giao thông) quyết định tùy theo tính chất, mức độ vi phạm.
- Với xe đạp, không áp dụng hình phạt bổ sung như tước giấy phép lái xe (vì xe đạp không cần bằng lái).

Đề nghị kiểm tra thông tin cập nhật từ **Luật Giao thông đường bộ 2008** và các văn bản hướng dẫn để đảm bảo chính xác, vì mức phạt có thể thay đổi theo thời gian."
272,Người đi bộ đu bám vào xe ô tô đang chạy bị phạt bao nhiêu?,"Căn cứ Nghị định 168/2024/NĐ-CP, Điều 10, Khoản 1, Điểm đ, phạt tiền từ 60.000 đồng đến 100.000 đồng đối với người đi bộ thực hiện hành vi đu, bám vào phương tiện giao thông đang chạy.",nan,,,"Theo quy định pháp luật Việt Nam, hành vi người đi bộ đu bám vào xe ô tô đang chạy có thể bị xử phạt hành chính hoặc truy cứu trách nhiệm hình sự tùy mức độ vi phạm. Cụ thể:

### 1. **Xử phạt hành chính**
- **Căn cứ pháp lý**: Điểm a Khoản 1 Điều 6 của Nghị định số 12/2022/NĐ-CP (sửa đổi, bổ sung Nghị định 100/2019/NĐ-CP):
  - **Mức phạt**: **200.000 - 300.000 VND** đối với người đi bộ **đu bám, leo lên phương tiện giao thông đang chạy**.
  - **Lưu ý**: Nếu người vi phạm là người chưa thành niên, người giám hộ có thể bị phạt thay hoặc cùng chịu trách nhiệm.

### 2. **Trách nhiệm hình sự (nếu gây hậu quả nghiêm trọng)**
- **Căn cứ pháp lý**: Điều 260 Bộ luật Hình sự 2015 (sửa đổi 2017) về **Tội vi phạm quy định về tham gia giao thông đường bộ**:
  - Nếu hành vi đu bám gây tai nạn giao thông **thiệt hại nghiêm trọng** (chết người, thương tích nặng, thiệt hại tài sản lớn), người vi phạm có thể bị:
    - **Phạt tiền từ 30.000.000 - 100.000.000 VND** hoặc **phạt cải tạo không giam giữ đến 3 năm**.
    - **Phạt tù từ 1 - 5 năm** nếu gây thiệt hại đặc biệt nghiêm trọng (ví dụ: làm chết 2 người trở lên, gây thiệt hại tài sản từ 1,5 tỷ đồng trở lên).

### 3. **Các hậu quả pháp lý khác**
- **Bồi thường thiệt hại**: Người vi phạm phải **bồi thường chi phí y tế, sửa chữa tài sản** nếu gây tai nạn.
- **Xử lý tài xế**: Nếu tài xế biết và cho phép người đi bộ đu bám, họ cũng có thể bị phạt theo Nghị định 12/2022/NĐ-CP (mức phạt từ 800.000 - 1.000.000 VND).

### **Kết luận**
- **Mức phạt hành chính** phổ biến là **200.000 - 300.000 VND**.
- **Truy cứu hình sự** nếu gây tai nạn nghiêm trọng, với hình phạt lên đến **5 năm tù**.
- **Khuyến cáo**: Hành vi này rất nguy hiểm, có thể đe dọa tính mạng của chính người vi phạm và người khác. Cần tuân thủ nghiêm túc luật giao thông.

**Tài liệu tham khảo**:
- Nghị định 12/2022/NĐ-CP (Điều 6).
- Bộ luật Hình sự 2015 (Điều 260)."
273,Để trâu bò đi rông trên đường quốc lộ không có người dắt bị phạt bao nhiêu?,"Căn cứ Nghị định 168/2024/NĐ-CP, Điều 10, Khoản 1, Điểm đ (áp dụng cho người dẫn dắt súc vật), phạt tiền từ 60.000 đồng đến 100.000 đồng đối với hành vi để súc vật đi trên đường bộ không bảo đảm an toàn cho người và phương tiện đang tham gia giao thông.",nan,,,"Theo quy định hiện hành của pháp luật Việt Nam, việc để trâu bò hoặc gia súc thả rông trên đường quốc lộ (không có người dắt) bị xử phạt vi phạm hành chính dựa trên **Nghị định 100/2019/NĐ-CP** (về xử phạt vi phạm hành chính trong lĩnh vực giao thông đường bộ và đường sắt), được sửa đổi, bổ sung bởi **Nghị định 12/2022/NĐ-CP**. Cụ thể:

### **Mức phạt áp dụng:**
- **Cá nhân vi phạm:**  
  Phạt tiền từ **1.000.000 đồng đến 2.000.000 đồng** (Điều 21, Nghị định 100/2019/NĐ-CP).  
- **Tổ chức vi phạm:**  
  Mức phạt gấp đôi cá nhân, tức từ **2.000.000 đồng đến 4.000.000 đồng**.

### **Căn cứ pháp lý:**
- **Điều 21, Khoản 1, Điểm c:**  
  Quy định xử phạt hành vi ""điều khiển súc vật, phương tiện vận chuyển hàng hóa, hành khách không bảo đảm an toàn giao thông, gây cản trở giao thông đường bộ"".

### **Lưu ý:**
1. **Ngoài phạt tiền**, người vi phạm có thể bị áp dụng **biện pháp khắc phục hậu quả**:  
   - Buộc phải đưa trâu bò ra khỏi đường bộ ngay lập tức.  
   - Bồi thường thiệt hại (nếu gây tai nạn giao thông hoặc thiệt hại tài sản của người khác).

2. **Tăng nặng trách nhiệm:**  
   Nếu để xảy ra tai nạn, người vi phạm có thể bị xử lý hình sự theo **Bộ luật Hình sự 2015** (ví dụ: tội vi phạm quy định về an toàn giao thông).

3. **Quy định địa phương:**  
   Một số tỉnh, thành phố có thể ban hành quy định riêng (ví dụ: cấm thả rông gia súc trên các tuyến đường trọng điểm), dẫn đến mức phạt cao hơn.

### **Khuyến nghị:**
- Chủ gia súc cần tuân thủ quy định, quản lý chặt chẽ vật nuôi để tránh vi phạm và đảm bảo an toàn giao thông.  
- Nếu bị xử phạt, cần hợp tác với lực lượng chức năng (Cảnh sát giao thông, Thanh tra giao thông) và thực hiện các biện pháp khắc phục.

Để cập nhật chính xác nhất, bạn nên tham khảo văn bản pháp luật mới nhất hoặc liên hệ cơ quan chức năng địa phương."
274,Chiếm dụng lòng đường để trông giữ xe trái phép bị phạt bao nhiêu?,"Căn cứ Nghị định 168/2024/NĐ-CP, Điều 12, Khoản 5, Điểm c, phạt tiền từ 2.000.000 đồng đến 3.000.000 đồng (cá nhân) hoặc 4.000.000 đồng đến 6.000.000 đồng (tổ chức) thực hiện hành vi chiếm dụng lòng đường đô thị hoặc hè phố dưới 05 m² làm nơi trông, giữ xe.",nan,,,"Theo quy định hiện hành tại Việt Nam, việc chiếm dụng lòng đường để trông giữ xe trái phép có thể bị xử phạt hành chính dựa trên các văn bản pháp luật sau:

### 1. **Căn cứ pháp lý**
- **Nghị định 100/2019/NĐ-CP** (cập nhật bởi Nghị định 12/2022/NĐ-CP): Quy định xử phạt vi phạm hành chính trong lĩnh vực giao thông đường bộ và đường sắt.
- **Nghị định 45/2021/NĐ-CP**: Quy định về xử phạt vi phạm hành chính trong lĩnh vực quản lý, sử dụng tài sản công và đất đai.

### 2. **Mức phạt cụ thể**
- **Cá nhân vi phạm**:
  - Phạt tiền từ **3.000.000 VND đến 5.000.000 VND** nếu dừng, đỗ xe trái phép tại nơi bị cấm hoặc chiếm dụng lòng đường không được phép (theo **Điểm c Khoản 3 Điều 6** Nghị định 100/2019/NĐ-CP).
  - Phạt tiền từ **5.000.000 VND đến 7.000.000 VND** nếu tự ý sử dụng lòng đường để kinh doanh, trông giữ xe mà không có giấy phép (theo **Điểm a Khoản 5 Điều 14** Nghị định 45/2021/NĐ-CP).

- **Tổ chức vi phạm**:
  - Mức phạt gấp **2 lần** so với cá nhân (tức từ **6.000.000 VND đến 14.000.000 VND** tùy trường hợp).

### 3. **Hình thức xử phạt bổ sung**
- Tịch thu phương tiện, thiết bị sử dụng để vi phạm (nếu có).
- Buộc khôi phục lại tình trạng ban đầu của lòng đường.

### 4. **Lưu ý**
- Mức phạt có thể thay đổi tùy theo địa phương và tính chất nghiêm trọng của hành vi.
- Nếu vi phạm gây thiệt hại cho người khác, cá nhân/tổ chức còn phải bồi thường theo quy định.

**Khuyến nghị**: Để chính xác hơn, bạn nên kiểm tra quy định cụ thể của địa phương hoặc tham khảo ý kiến luật sư, vì một số tỉnh/thành phố có thể áp dụng mức phạt riêng theo quy định địa phương."
275,"Tự ý sơn vạch kẻ đường, gờ giảm tốc trên đường bị phạt bao nhiêu?","Căn cứ Nghị định 168/2024/NĐ-CP, Điều 15, Khoản 4, Điểm c, phạt tiền từ 3.000.000 đồng đến 5.000.000 đồng (cá nhân) thực hiện hành vi tự ý tháo dỡ, di chuyển, treo, đặt, làm hư hỏng, làm sai mục đích sử dụng hoặc làm sai lệch biển báo hiệu, đèn tín hiệu giao thông, vạch kẻ đường. Biện pháp khắc phục: Buộc khôi phục tình trạng ban đầu.",nan,,,"Theo quy định pháp luật Việt Nam, việc **tự ý sơn vạch kẻ đường, gờ giảm tốc** trên đường mà không được phép là hành vi vi phạm pháp luật về giao thông đường bộ. Mức phạt cụ thể sẽ áp dụng theo **Nghị định 100/2019/NĐ-CP** (có hiệu lực đến hết ngày 30/6/2021) và **Nghị định 123/2021/NĐ-CP** (áp dụng từ 01/01/2022) quy định về xử phạt vi phạm hành chính trong lĩnh vực giao thông đường bộ và đường sắt.

### **Căn cứ pháp lý và mức phạt**
- **Nội dung vi phạm**: Tự ý lắp đặt, sơn vạch, gờ giảm tốc hoặc các thiết bị an toàn giao thông trái phép.
- **Hành vi vi phạm**: Hành động này bị coi là **xây dựng, đặt biển hiệu, thiết bị khác gây cản trở giao thông** hoặc **làm sai lệch kết cấu hạ tầng giao thông** (theo Điều 19 Luật Giao thông đường bộ 2008 và Điều 17 Nghị định 100/2019/NĐ-CP).
- **Mức phạt cụ thể**:
  - **Cá nhân**: Phạt tiền từ **5.000.000 VND đến 10.000.000 VND**.
  - **Tổ chức**: Phạt tiền từ **10.000.000 VND đến 20.000.000 VND**.
  - **Áp dụng theo Nghị định 123/2021/NĐ-CP**: Mức phạt có thể tăng cao hơn tùy theo mức độ vi phạm và hậu quả gây ra (ví dụ: gây tai nạn giao thông, nguy hiểm cho người đi đường).

### **Hình thức xử phạt bổ sung**
Ngoài tiền phạt, người vi phạm còn có thể bị áp dụng các biện pháp sau:
1. **Buộc tháo dỡ công trình, thiết bị trái phép**.
2. **Khôi phục hiện trạng ban đầu** (ví dụ: tẩy xóa vạch kẻ đường, gờ giảm tốc tự ý).
3. **Hủy bỏ biển hiệu, vật cản** gây ảnh hưởng đến giao thông.

### **Lưu ý quan trọng**
- Chỉ **cơ quan quản lý giao thông có thẩm quyền** (Sở GTVT, UBND cấp có thẩm quyền) mới được phép lắp đặt, sơn vạch, hoặc xây dựng gờ giảm tốc.
- Nếu hành vi gây hậu quả nghiêm trọng (tai nạn, thiệt hại nghiêm trọng tài sản, tính mạng), người vi phạm có thể bị **xử lý hình sự** theo Bộ luật Hình sự (ví dụ: tội gây tai nạn giao thông hoặc tội thiếu trách nhiệm gây thiệt hại nghiêm trọng).

### **Tư vấn**
Để đảm bảo tính pháp lý, các tổ chức/công trình cá nhân cần **xin phép cơ quan có thẩm quyền** trước khi thực hiện bất kỳ thay đổi nào liên quan đến kết cấu hạ tầng giao thông. Trường hợp đã vi phạm, nên chủ động tháo dỡ và liên hệ luật sư để được hỗ trợ giảm nhẹ hình phạt.

**Tài liệu tham khảo**:
- Nghị định 100/2019/NĐ-CP và Nghị định 123/2021/NĐ-CP.
- Luật Giao thông đường bộ 2008."
276,Đào hố trên đường mà không có rào chắn bị phạt bao nhiêu?,"Căn cứ Nghị định 168/2024/NĐ-CP, Điều 13, Khoản 4, Điểm a, phạt tiền từ 5.000.000 đồng đến 7.000.000 đồng (cá nhân) thi công trên đường bộ đang khai thác có bố trí biển báo hiệu, rào chắn nhưng không đầy đủ theo quy định.",nan,,,"Theo quy định pháp luật Việt Nam, việc đào hố trên đường mà không thiết lập rào chắn hoặc biển báo hiệu có thể bị xử phạt vi phạm hành chính với mức cụ thể như sau:

### **Mức phạt tiền:**
- **Cá nhân:** Phạt tiền từ **1.000.000 VND đến 1.500.000 VND**.  
- **Tổ chức:** Mức phạt gấp đôi cá nhân, tức từ **2.000.000 VND đến 3.000.000 VND**.

### **Căn cứ pháp lý:**
- **Nghị định 100/2019/NĐ-CP** (quy định xử phạt vi phạm hành chính trong lĩnh vực giao thông đường bộ và đường sắt), được sửa đổi bởi **Nghị định 12/2021/NĐ-CP**.  
- **Cụ thể:**  
  - **Điều 14, Khoản 2** của Nghị định 100/2019/NĐ-CP (sửa đổi bởi Nghị định 12/2021/NĐ-CP): Xử phạt hành vi không đặt biển báo, rào chắn an toàn khi thi công trên đường bộ.

### **Các biện pháp khắc phục bổ sung:**
1. **Bắt buộc thiết lập rào chắn, biển báo ngay lập tức** để đảm bảo an toàn giao thông.  
2. **Bồi thường thiệt hại** nếu gây tai nạn hoặc thiệt hại cho người, phương tiện do không cảnh báo đầy đủ.  
3. **Khôi phục hiện trạng** công trình đường bộ hoặc chi trả chi phí sửa chữa.

### **Lưu ý:**
- Mức phạt có thể tăng nếu vi phạm xảy ra tại khu vực đông dân cư, đường cao tốc, hoặc gây hậu quả nghiêm trọng.  
- Đơn vị thi công phải tuân thủ quy định về an toàn giao thông theo **Luật Giao thông đường bộ 2008** và **Thông tư 45/2011/TT-BGTVT**.

Nếu cần thông tin chi tiết hơn, bạn nên tham khảo văn bản pháp luật hoặc liên hệ cơ quan chức năng địa phương."
277,"Để vật liệu xây dựng (cát, sỏi) ra lòng đường gây cản trở giao thông bị phạt bao nhiêu?","Căn cứ Nghị định 168/2024/NĐ-CP, Điều 12, Khoản 6, Điểm a, phạt tiền từ 4.000.000 đồng đến 6.000.000 đồng (cá nhân) thực hiện hành vi đổ, để trái phép vật liệu, chất phế thải trong phạm vi đất dành cho đường bộ. Biện pháp khắc phục: Buộc thu dọn vật liệu.",nan,,,"Theo quy định hiện hành của Việt Nam, việc để vật liệu xây dựng (cát, sỏi) ra lòng đường gây cản trở giao thông có thể bị xử phạt hành chính và yêu cầu bồi thường thiệt hại. Cụ thể:

### 1. **Mức phạt hành chính**
- **Căn cứ:** Nghị định số 100/2019/NĐ-CP (sửa đổi, bổ sung bởi Nghị định 123/2021/NĐ-CP) về xử phạt vi phạm hành chính trong lĩnh vực giao thông đường bộ và đường sắt.
- **Điều 12, Khoản 3:** Hành vi **""Cản trở giao thông""** (để vật liệu, chướng ngại vật trên đường) bị phạt tiền:
  - **Cá nhân:** Từ **3.000.000 VND đến 5.000.000 VND**.
  - **Tổ chức:** Từ **6.000.000 VND đến 10.000.000 VND**.

### 2. **Bồi thường thiệt hại**
- **Căn cứ:** Bộ luật Dân sự 2015 (Điều 584-589 về trách nhiệm bồi thường thiệt hại ngoài hợp đồng).
- Người vi phạm phải **bồi thường toàn bộ thiệt hại** nếu gây hư hỏng phương tiện, tài sản hoặc làm người khác bị thương tích do hành vi để vật liệu cản trở giao thông.

### 3. **Lưu ý**
- Mức phạt cụ thể do Thanh tra Giao thông hoặc Công an địa phương quyết định, tùy theo mức độ vi phạm và hậu quả gây ra.
- Nếu vi phạm nghiêm trọng (gây tai nạn, ùn tắc nghiêm trọng), có thể bị xử lý hình sự theo Bộ luật Hình sự 2015 (Điều 260 về tội vi phạm quy định về an toàn giao thông).

### 4. **Khuyến nghị**
- Tuân thủ quy định về bảo quản vật liệu xây dựng trong phạm vi công trình, không lấn chiếm lòng đường.
- Nếu cần thiết, liên hệ chính quyền địa phương để được hướng dẫn chi tiết về quy định cụ thể tại địa phương.

Bạn nên kiểm tra thêm quy định địa phương (nếu có) hoặc tham khảo ý kiến luật sư để đảm bảo đầy đủ thông tin."
278,Đi xe máy mà không có chân chống (tháo chân chống) bị phạt không?,"Căn cứ Nghị định 168/2024/NĐ-CP, không có điều khoản phạt lỗi ""không có chân chống"", nhưng nếu sử dụng chân chống quệt xuống đường khi xe đang chạy thì bị phạt tiền từ 2.000.000 đồng đến 3.000.000 đồng (Điều 6, Khoản 6, Điểm a).",nan,,,"Theo quy định pháp luật Việt Nam, việc đi xe máy mà **tháo chân chống (chân đứng)** có thể bị xử phạt hành chính vì vi phạm các quy định về an toàn kỹ thuật và cải tạo xe. Cụ thể:

### 1. **Căn cứ pháp lý**
- **Luật Giao thông đường bộ 2008** và **Nghị định 100/2019/NĐ-CP** (sửa đổi, bổ sung bởi Nghị định 123/2021/NĐ-CP) quy định về xử phạt vi phạm hành chính trong lĩnh vực giao thông.
- **Thông tư 52/2018/TT-BGTVT** quy định về kiểm định an toàn kỹ thuật phương tiện.

### 2. **Hành vi vi phạm**
- **Tháo chân chống** được coi là hành vi **tự ý cải tạo, thay đổi kết cấu, tính năng kỹ thuật** của xe mà không được cơ quan có thẩm quyền cho phép. Đây là vi phạm **Điều 30 Nghị định 100/2019/NĐ-CP**.

### 3. **Mức phạt**
- **Phạt tiền từ 800.000 đồng đến 1.000.000 đồng** đối với cá nhân (từ 1,6 triệu đến 2 triệu đồng với tổ chức) vì lỗi ""sử dụng xe không đúng thiết kế của nhà sản xuất hoặc cải tạo phương tiện không được phép"".
- Ngoài ra, xe có thể bị **tịch thu phương tiện** hoặc yêu cầu **khôi phục lại trạng thái ban đầu**.

### 4. **Lưu ý khác**
- **Kiểm định xe**: Nếu xe không còn chân chống, có thể không đạt tiêu chuẩn an toàn kỹ thuật, dẫn đến việc **không được cấp giấy chứng nhận kiểm định**.
- **An toàn giao thông**: Chân chống giúp giữ xe ổn định khi dừng, thiếu bộ phận này có thể gây nguy hiểm cho người điều khiển và phương tiện khác.

### 5. **Khuyến nghị**
- Không nên tháo chân chống nếu không có nhu cầu đặc biệt (ví dụ: đua xe, độ xe chuyên nghiệp). Nếu cần cải tạo, phải **xin phép cơ quan chức năng** và đảm bảo tuân thủ quy định.
- Nếu chân chống bị hỏng, nên sửa chữa hoặc thay thế đúng thiết kế ban đầu.

**Kết luận**: Việc tháo chân chống xe máy **có thể bị phạt tiền** và yêu cầu khắc phục theo quy định. Để tránh rủi ro, hãy giữ nguyên cấu trúc xe theo tiêu chuẩn nhà sản xuất."
279,Lái ô tô mà dùng bằng lái xe máy (không có bằng ô tô) bị phạt bao nhiêu?,"Căn cứ Nghị định 168/2024/NĐ-CP, Điều 21, Khoản 9, Điểm b, phạt tiền từ 10.000.000 đồng đến 12.000.000 đồng đối với người điều khiển xe ô tô không có Giấy phép lái xe (bằng lái xe máy không có giá trị thay thế bằng ô tô).",nan,,,"Theo quy định hiện hành tại Việt Nam, việc lái ô tô khi chỉ có bằng lái xe máy (không có bằng lái ô tô phù hợp) bị coi là vi phạm nghiêm trọng và bị xử phạt hành chính theo **Nghị định 123/2021/NĐ-CP** (sửa đổi, bổ sung Nghị định 100/2019/NĐ-CP). Cụ thể:

### 1. **Mức phạt tiền:**
- **10.000.000 - 12.000.000 VND** (từ 10 đến 12 triệu đồng) cho hành vi **điều khiển ô tô mà không có giấy phép lái xe (GPLX) phù hợp** (kể cả trường hợp có GPLX nhưng không đúng hạng, ví dụ bằng lái xe máy A1, A2 không đủ điều kiện lái ô tô).

### 2. **Các hình phạt bổ sung:**
- **Tịch thu phương tiện** (ô tô) trong thời gian **1 - 3 tháng**.
- **Cấm cấp GPLX mới** trong thời hạn **1 - 3 năm** (tùy mức độ vi phạm và quyết định của cơ quan chức năng).

### 3. **Căn cứ pháp lý:**
- **Điểm a, Khoản 6, Điều 21** của Nghị định 123/2021/NĐ-CP quy định về xử phạt vi phạm hành chính trong lĩnh vực giao thông đường bộ.

### Lưu ý:
- Mức phạt cụ thể do lực lượng chức năng (Cảnh sát giao thông) quyết định dựa trên tình tiết vi phạm.
- Nếu vi phạm nhiều lần hoặc gây tai nạn, mức phạt có thể tăng cao hơn, thậm chí bị xử lý hình sự.

**Ví dụ:** Nếu bạn bị dừng xe và phát hiện chỉ có bằng lái xe máy nhưng điều khiển ô tô, bạn sẽ bị lập biên bản, nộp phạt từ 10-12 triệu đồng, xe bị tạm giữ, và không được cấp bằng lái ô tô trong 1-3 năm. 

Nên tuân thủ quy định pháp luật để tránh hậu quả nghiêm trọng!"
280,Lái xe máy 150cc mà dùng bằng lái hạng A1 (bằng phổ thông) có bị phạt không?,Không bị phạt. Bằng lái hạng A1 điều khiển xe mô tô hai bánh có dung tích xi lanh từ 50 cm³ đến dưới 175 cm³. Xe 150cc nằm trong phạm vi này nên hợp lệ.,nan,,,"Theo quy định hiện hành tại Việt Nam, việc lái xe máy 150cc bằng **giấy phép lái xe hạng A1 (bằng phổ thông)** **không bị phạt** vì đây là hành vi **hợp pháp**. Cụ thể:

### 1. **Phân loại giấy phép lái xe máy:**
- **Hạng A1**: Cho phép điều khiển **xe mô tô hai bánh có dung tích xy-lanh từ 50cc đến dưới 175cc** (ví dụ: Honda Wave, Yamaha Sirius, Honda SH Mode 125cc, 150cc...).
- **Hạng A2**: Cho phép điều khiển **xe mô tô hai bánh có dung tích xy-lanh từ 175cc trở lên** (ví dụ: Honda SH 300i, Yamaha TMAX 560...).

### 2. **Căn cứ pháp lý:**
- Theo **Thông tư 12/2017/TT-BGTVT** của Bộ Giao thông Vận tải, hạng A1 áp dụng cho xe có dung tích xy-lanh **dưới 175cc**. Do đó, xe 150cc nằm trong giới hạn cho phép của bằng A1.

### 3. **Mức phạt nếu vi phạm (áp dụng khi vượt quá phân hạng bằng lái):**
Nếu bạn lái xe **trên 175cc** mà chỉ có bằng A1, mức phạt sẽ áp dụng theo **Nghị định 100/2019/NĐ-CP** (cập nhật đến năm 2023):
- **Phạt tiền từ 800.000 VND đến 1.200.000 VND**.
- **Tịch thu phương tiện** nếu không có giấy phép lái xe phù hợp (trường hợp không có bằng A2).

### 4. **Lưu ý:**
- Kiểm tra kỹ thông số kỹ thuật của xe (dung tích xy-lanh) trên giấy đăng ký xe để đảm bảo không vượt quá 175cc.
- Một số xe được quảng cáo là 150cc nhưng có thể dao động gần 175cc, vẫn thuộc phạm vi của bằng A1.

**Kết luận:** Bạn **không bị phạt** khi lái xe 150cc bằng bằng A1. Tuy nhiên, cần lưu ý không điều khiển xe có dung tích xy-lanh **từ 175cc trở lên** nếu chưa có bằng A2."
281,Lái xe mô tô phân khối lớn (trên 175cc) mà dùng bằng A1 bị phạt bao nhiêu?,"Căn cứ Nghị định 168/2024/NĐ-CP, Điều 21, Khoản 7, Điểm a, phạt tiền từ 4.000.000 đồng đến 5.000.000 đồng đối với người điều khiển xe mô tô hai bánh có dung tích xi lanh từ 175 cm³ trở lên có Giấy phép lái xe nhưng không phù hợp với loại xe đang điều khiển (dùng bằng A1 lái xe cần bằng A2). Ngoài ra, bị trừ 02 điểm giấy phép lái xe A1 đang có (Điều 21, Khoản 11).",nan,,,"The penalty for riding a motorcycle with an engine capacity over 175cc using an A1 license in Vietnam is as follows, based on **Decree 100/2019/ND-CP** (amended by Decree 12/2022/ND-CP):

### **1. Fine:**
- **3,000,000 - 4,000,000 VND** (approximately $120 - $160 USD) for **using a license that does not match the vehicle category** (e.g., A1 for a vehicle requiring A2 or higher).

### **2. Additional Penalties:**
- **Vehicle impoundment** for **7-15 days**.
- **License confiscation** (temporary or permanent, depending on repeat violations).
- **Points deduction** under Vietnam's driver's license points system (introduced in 2022). For this violation, **6-12 points** may be deducted, potentially leading to license suspension if points accumulate.

### **Legal Basis:**
- **Decree 100/2019/ND-CP**, Article 21, Clause 3(b):  
  *""A fine of 3,000,000 - 4,000,000 VND applies to drivers who operate motorcycles, motorbikes, or similar vehicles with an expired license, revoked license, or a license that does not match the vehicle category.""*

### **Key Notes:**
- **A1 license** is valid for motorcycles up to **175cc**. Riding a larger engine requires an **A2 license**.
- Repeat offenses or accumulating points may result in **license suspension (1-3 months)** or permanent revocation.

Always ensure compliance with license categories to avoid penalties and ensure road safety."
282,Lái ô tô số sàn mà dùng bằng lái xe số tự động (B1 số tự động) bị phạt bao nhiêu?,"Căn cứ Nghị định 168/2024/NĐ-CP, Điều 21, Khoản 8, Điểm a (nếu bằng hết hạn) hoặc Khoản 9, Điểm b (nếu coi là không có bằng phù hợp). Tuy nhiên, theo quy định hiện hành, lỗi ""Giấy phép lái xe không phù hợp với loại xe đang điều khiển"" đối với ô tô được quy định tại Khoản 9 Điểm a: Phạt tiền từ 10.000.000 đồng đến 12.000.000 đồng.",nan,,,"Theo quy định hiện hành tại Việt Nam, nếu bạn lái xe số sàn (sử dụng bằng lái B1 số tự động), bạn sẽ bị xử phạt hành chính vì **lái xe không đúng với hạng bằng lái được cấp**. Cụ thể:

### **Mức phạt:**
- **Phạt tiền từ 800.000 VND đến 1.000.000 VND** (theo **Điểm a, Khoản 3, Điều 21 Nghị định 100/2019/NĐ-CP** và được điều chỉnh bởi **Nghị định 123/2021/NĐ-CP**).

### **Căn cứ pháp lý:**
- **Nghị định 100/2019/NĐ-CP** (cập nhật theo Nghị định 123/2021/NĐ-CP) quy định:
  > ""Phạt tiền từ 800.000 VND đến 1.000.000 VND đối với người điều khiển xe ô tô không có giấy phép lái xe hoặc có nhưng không phù hợp với loại xe đang điều khiển.""

### **Lưu ý:**
- Bằng lái **B1 số tự động** chỉ được phép điều khiển xe **số tự động**. Nếu muốn lái xe số sàn, bạn cần **đổi hoặc nâng hạng bằng lái** (ví dụ: lên B2 hoặc B1 số sàn).
- Mức phạt cụ thể do cảnh sát giao thông quyết định dựa trên tình huống thực tế.

### **Khuyến nghị:**
- Nếu thường xuyên cần lái xe số sàn, hãy đăng ký **đổi bằng lái** tại cơ quan có thẩm quyền (Sở Giao thông Vận tải) để tránh vi phạm. Quy trình đổi bằng thường yêu cầu thi sát hạch lại phần thực hành.

Thông tin chi tiết có thể kiểm tra tại **Thông tư 12/2022/TT-BGTVT** quy định về đào tạo, sát hạch lái xe."
